label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
knife,171,216,145,124,129_jpg.rf.4595d32633cb4e6a53e94735cea78b11.jpg,416,416
knife,75,90,125,169,129_jpg.rf.7eb597a667b71433744fcb508dc0666a.jpg,416,416
knife,20,79,291,288,129_jpg.rf.8e0fe8dbab3da6d82266bab3e68ca99c.jpg,416,416
knife,192,340,19,27,12_jpg.rf.222a41f176a75d4f1b776fbf69e5b305.jpg,416,416
knife,146,247,134,137,12_jpg.rf.22a5eeb5b9c5444dcfb5bb487f59830e.jpg,416,416
knife,193,315,38,55,12_jpg.rf.5a9618215ab51f772522799421fbe326.jpg,416,416
knife,186,15,94,400,12_jpg.rf.7022d8fa61181e9224b98b02a8abe251.jpg,416,416
knife,222,389,29,26,12_jpg.rf.be3c75629b2d144a467870d357baaefe.jpg,416,416
knife,214,340,23,48,130_jpg.rf.1be9582e14ee0936d375e24ce54068af.jpg,416,416
knife,241,251,88,122,130_jpg.rf.48183846e817aca2751272c21a8a5594.jpg,416,416
knife,87,88,104,184,130_jpg.rf.8d2f506662447d48e49b94ab64f65727.jpg,416,416
knife,241,164,71,243,130_jpg.rf.e6a665a7b0dd2d096168f55601bb87a9.jpg,416,416
knife,111,101,45,243,131_jpg.rf.144b94bfaeab25e3dafe95c5b1bdfce3.jpg,416,416
knife,309,57,103,179,131_jpg.rf.69e2cee6b3608f31a81bc4aa84c67c71.jpg,416,416
knife,88,90,110,178,131_jpg.rf.a366739d74b2393f534436a8165b4c9c.jpg,416,416
knife,174,226,138,110,131_jpg.rf.a690eaafdc036a3c1e679fd83a3a8b48.jpg,416,416
knife,212,351,25,43,132_jpg.rf.9564cc431cd8ba16aad678dccc08f538.jpg,416,416
knife,247,215,82,132,132_jpg.rf.96381f9f7d7840bcf91632e3ab55e9bd.jpg,416,416
knife,178,208,127,125,132_jpg.rf.98bdacc6d4099e6fb2c745f4f35b0478.jpg,416,416
knife,47,68,174,221,132_jpg.rf.d16fb87688932d41a5236058a484669f.jpg,416,416
knife,249,162,62,252,132_jpg.rf.d547c753f0edc1fd29baafb8577ee380.jpg,416,416
knife,222,231,84,131,133_jpg.rf.374d6a4512bfcfb4a26436c0d131c141.jpg,416,416
knife,173,202,144,144,133_jpg.rf.618905776bcad09894fcca814ea13e98.jpg,416,416
knife,61,66,163,221,134_jpg.rf.16918dd13d638313f533210d1ac4225c.jpg,416,416
knife,188,222,16,87,134_jpg.rf.255968d01c952d54045fd6f52a45b7fa.jpg,416,416
knife,173,240,130,86,134_jpg.rf.e204a52d7d2865eb158598352d42d1ed.jpg,416,416
knife,232,90,83,197,135_jpg.rf.0871234e459500e061e55f7d415afc00.jpg,416,416
knife,194,335,34,16,135_jpg.rf.381db4dcfcdc9230751a5b4178548fdc.jpg,416,416
knife,79,271,163,103,135_jpg.rf.51a3f79fc9242a7ca22a769d255fa606.jpg,416,416
knife,182,237,20,68,135_jpg.rf.7e258653251773c178dd795da2e53613.jpg,416,416
knife,177,242,143,90,135_jpg.rf.f37ff9b51f2d191da167d30fea9a88fb.jpg,416,416
knife,257,184,59,225,136_jpg.rf.07e25ff8575a8df0355bca6e972af146.jpg,416,416
knife,177,211,127,143,136_jpg.rf.34a0a6e7c9e2883e393c00156cb151d2.jpg,416,416
knife,73,87,137,191,136_jpg.rf.6b764dd37511aedf5f9c8481678bc2c2.jpg,416,416
knife,239,78,81,202,136_jpg.rf.95823fa50f9bb944f60abd4294acaadb.jpg,416,416
knife,244,226,101,147,137_jpg.rf.24a7109a463b29df027372953f13e4b2.jpg,416,416
knife,186,234,14,66,137_jpg.rf.81952e08b51a00fde8d428114bfa8450.jpg,416,416
knife,74,84,129,193,137_jpg.rf.92acd1f5745241e903c22ec8f14a14e2.jpg,416,416
knife,227,72,97,202,137_jpg.rf.af0d24b1df92791499a89272a62ff7cb.jpg,416,416
knife,178,220,133,131,137_jpg.rf.c719cb008aa971f39fd4ec5cbc187af0.jpg,416,416
knife,188,221,14,84,138_jpg.rf.20b4268c2d54c84627313ba0224f7d56.jpg,416,416
knife,100,95,82,250,138_jpg.rf.5b2abff307ac7ca354c8e001b43e3b0f.jpg,416,416
knife,70,81,129,180,138_jpg.rf.a7b7e68c07b3d48a33e15386a3a0a253.jpg,416,416
knife,222,80,100,212,138_jpg.rf.dbd29e38547ce49dea40cf0a5717bd96.jpg,416,416
knife,109,268,37,71,139_jpg.rf.aceca1694c9c643f5b902351441e304a.jpg,416,416
knife,71,80,133,197,139_jpg.rf.cb06271b7c44d7dba52f010cd94abc87.jpg,416,416
knife,191,233,13,61,139_jpg.rf.e41f3845f73a99e743142c621984ac31.jpg,416,416
knife,176,231,133,100,139_jpg.rf.fa9dbd4eaed730f81cba713e7f6a5d7e.jpg,416,416
knife,184,301,37,64,13_jpg.rf.13c7ecc85fa2641d2571c902ba1e6247.jpg,416,416
knife,177,15,94,400,13_jpg.rf.40ab465e0e4c410a94510e01780040fc.jpg,416,416
knife,189,344,22,25,13_jpg.rf.4a6809eeb0ebaf554cfcd8f13da3b692.jpg,416,416
knife,157,244,142,135,13_jpg.rf.54cb724215404113831ed38bafce86d5.jpg,416,416
knife,195,333,18,41,13_jpg.rf.cfbfa46ca340a855d7b102693d3f663e.jpg,416,416
knife,176,232,127,98,140_jpg.rf.6a6050345bedb7380238d751444878fd.jpg,416,416
knife,199,336,29,57,140_jpg.rf.a8d418b0d5561ab3305ac270982ef76c.jpg,416,416
knife,243,238,112,141,140_jpg.rf.d8931545fe920ec8ace2c6f8c0d37864.jpg,416,416
knife,212,61,112,230,140_jpg.rf.f422c6cf61f8db197ec6a7a68e08c96f.jpg,416,416
knife,182,231,121,106,141_jpg.rf.001a65a290ac208399f387b3a898d285.jpg,416,416
knife,248,315,104,69,141_jpg.rf.09c485d2df78b82b26ebab143c8d824b.jpg,416,416
knife,253,173,67,225,141_jpg.rf.78ef30269b781478a8a8f02c7f71520e.jpg,416,416
knife,226,69,94,210,141_jpg.rf.9aa0d79754dd2e12c6ce3c66f42fb51a.jpg,416,416
knife,95,71,112,205,141_jpg.rf.fe83c1650ed2d0051a665caafcd1de55.jpg,416,416
knife,118,63,81,191,142_jpg.rf.04606c9ed45fa94e2780335804494e84.jpg,416,416
knife,209,228,133,135,142_jpg.rf.22fc1411c754f018752dbe42de137a01.jpg,416,416
knife,216,61,105,220,142_jpg.rf.9127212e429855c80b1a8fe58060b140.jpg,416,416
knife,206,335,25,50,142_jpg.rf.9e2b069269689481f7b6dcea10ae22d8.jpg,416,416
knife,102,102,67,241,142_jpg.rf.f9510e3540f8bf96ae5fdeb5638ef8c0.jpg,416,416
knife,6,152,241,159,143_jpg.rf.5acc8eb73fd28abe3d3fd190a24128b5.jpg,416,416
knife,181,230,18,49,143_jpg.rf.836dc0e2b851b32ea62c40666401e7f1.jpg,416,416
knife,208,335,25,48,143_jpg.rf.ee20c6cd4611b5d0d59f84de9f39b604.jpg,416,416
knife,181,65,134,231,144_jpg.rf.1db16f4f9186516598a379acb8c45869.jpg,416,416
knife,146,166,146,154,144_jpg.rf.1f4a5e1d05407ef60e98672319eac73d.jpg,416,416
knife,202,342,27,41,144_jpg.rf.9e26d1da77d06f879d632c1f56a0bd2c.jpg,416,416
knife,83,109,56,252,144_jpg.rf.c7fdcb9cb4e5b875a6c984b40cb5b30c.jpg,416,416
knife,206,332,25,50,145_jpg.rf.37aedc21f4d2ed7a30b7937c6f7f6957.jpg,416,416
knife,175,296,34,26,145_jpg.rf.bf89ff74c026bf2401c37cca296ef773.jpg,416,416
knife,188,69,127,202,145_jpg.rf.c8b5b9fcc1ceb57a6b479d74efb21dc0.jpg,416,416
knife,165,280,44,36,146_jpg.rf.219a2a4549bbcbe5562185aa7215132a.jpg,416,416
knife,197,70,118,208,146_jpg.rf.3e7fda104a9813387ff52ab150c2732c.jpg,416,416
knife,127,197,163,149,146_jpg.rf.aef6fb69b6c800794200f72eceb52190.jpg,416,416
knife,204,338,23,45,146_jpg.rf.f7ffdf72c8bc3a271707a123454af77e.jpg,416,416
knife,169,283,38,32,147_jpg.rf.3f21c0eb3aa18fc3e11d453a5dd2a188.jpg,416,416
knife,135,208,155,142,147_jpg.rf.445dfd267680098bd2f732cfd30320ea.jpg,416,416
knife,189,340,24,39,147_jpg.rf.4ab3fd912832469c84ff296495e72014.jpg,416,416
knife,135,11,145,72,147_jpg.rf.86d3cae951ea2ae76555aab2a48f0384.jpg,416,416
knife,196,64,112,201,147_jpg.rf.e737457e17375b254e8afd1dd39a4801.jpg,416,416
knife,168,279,35,36,148_jpg.rf.5f84466a8a08eb418c7471aa8a293649.jpg,416,416
knife,145,216,149,124,148_jpg.rf.b03e0ebbf376afd243e03bac2614505e.jpg,416,416
knife,158,85,144,156,148_jpg.rf.cc630b691178c13b54c216d59c7d9e70.jpg,416,416
knife,84,202,87,116,149_jpg.rf.1959aea42980a0c0706f1d4a418ba54e.jpg,416,416
knife,240,226,21,56,149_jpg.rf.1f46fbeab30e61ad9bb18f61b9232858.jpg,416,416
knife,178,74,125,150,149_jpg.rf.e61813713df7388dcc58b1114d35e07c.jpg,416,416
knife,196,345,14,25,14_jpg.rf.0b636f66c48cebf5aa19b9caeeeffdb7.jpg,416,416
knife,174,18,88,391,14_jpg.rf.63c9530bb5477b59ac548b731eaa464d.jpg,416,416
knife,160,213,144,172,14_jpg.rf.99be0dc5c33f1350f26ba8b31002e206.jpg,416,416
knife,125,143,66,103,14_jpg.rf.a9ab355123aceb9dbe3b8ac5ef89b29a.jpg,416,416
knife,196,335,23,38,14_jpg.rf.bc47175233774701c83f3dddaa094254.jpg,416,416
knife,159,286,19,59,14_jpg.rf.e900860a0aa514e931483b8bdf23c32c.jpg,416,416
knife,245,196,87,212,14_jpg.rf.f57ad2d3aeb9a9866e2b7157a9141b92.jpg,416,416
knife,200,220,31,65,150_jpg.rf.5fa6194cf07ffeaef6b87c4c63a1b56b.jpg,416,416
knife,174,255,37,37,150_jpg.rf.9e2312489b217f96556ed3e2b189f52c.jpg,416,416
knife,183,65,118,163,150_jpg.rf.c99e7e9ac6e1717752f32d1a8bb9e9a0.jpg,416,416
knife,207,54,90,170,151_jpg.rf.0125ee946335f58254e7274edbf5ade8.jpg,416,416
knife,147,186,163,176,151_jpg.rf.178ae2c23f8e445807bb4a5cd383c96e.jpg,416,416
knife,20,2,62,292,151_jpg.rf.31beab3436c9a5ebac6ba84f55c65766.jpg,416,416
knife,201,213,27,72,151_jpg.rf.7e46b03e5613a57189f67ee86cfd1cfa.jpg,416,416
knife,175,260,34,40,151_jpg.rf.cdd0ac9d2da1aed6f0ad83755d85ad8d.jpg,416,416
knife,171,71,133,167,152_jpg.rf.2e3953344d938bb0402958f9af8d4346.jpg,416,416
knife,205,216,21,64,152_jpg.rf.4f06f977844217fd07525f495ef2661d.jpg,416,416
knife,75,74,130,97,152_jpg.rf.c36ee74c6143e9096e03945740a7b004.jpg,416,416
knife,84,205,95,111,152_jpg.rf.dd79c2ec4c58067ece1c2c214ae9a0c5.jpg,416,416
knife,203,207,24,69,153_jpg.rf.4691eb78539f3edba8b4433f5ae49124.jpg,416,416
knife,152,105,153,105,153_jpg.rf.6e35fbdfb3e499a1fdf9a1aec40cf515.jpg,416,416
knife,169,270,34,43,153_jpg.rf.ae6d45ee0012f61a447773137c059240.jpg,416,416
knife,150,220,164,153,153_jpg.rf.ec904be0b8c28b61794ca8d5d30fa034.jpg,416,416
knife,143,106,254,279,154_jpg.rf.01044d19c9ace1cc4a2103d5b94966c1.jpg,416,416
knife,208,218,27,62,154_jpg.rf.61f8b2b0811a17017bf985d89b1aa081.jpg,416,416
knife,174,96,119,91,154_jpg.rf.7aeb174d578ca389bf3db820d6fc0910.jpg,416,416
knife,83,193,108,59,154_jpg.rf.9e4fe0c389846299d334273528bcdb1d.jpg,416,416
knife,162,245,20,62,154_jpg.rf.c8094cb3efe6a2b15e252c2a1bb8b11b.jpg,416,416
knife,17,20,155,295,155_jpg.rf.5f5597f35d7bea6e69d5a09e144f770a.jpg,416,416
knife,144,222,174,139,155_jpg.rf.7f215fe718652c01a7be49834100a7fa.jpg,416,416
knife,174,98,114,65,155_jpg.rf.94d0f64645633f20dfb47068970ae1dc.jpg,416,416
knife,207,347,16,65,156_jpg.rf.20a07dd098a6ec3d0bdf13884e4e813d.jpg,416,416
knife,161,115,118,64,156_jpg.rf.61d4de46ee81397b327f38ea8f9bd33a.jpg,416,416
knife,172,292,29,42,157_jpg.rf.38dc84126ddbe8e8495e0ca90e1608bc.jpg,416,416
knife,173,119,127,52,157_jpg.rf.b5a614ac46796a6317f6b96e8e8c7fe7.jpg,416,416
knife,118,96,122,271,157_jpg.rf.cf89510ea92da9bb23db8f753f680eb3.jpg,416,416
knife,97,47,92,181,157_jpg.rf.f2a48fc5972212c7a3ce7769425c3892.jpg,416,416
knife,162,268,29,50,158_jpg.rf.1787bf5c854fa520c264744b1c755540.jpg,416,416
knife,211,338,32,54,158_jpg.rf.9045d9de690e24d403c72ff93745eb53.jpg,416,416
knife,111,48,94,314,158_jpg.rf.abc28baf17e8a61c210e19d49f847b59.jpg,416,416
knife,268,180,61,235,159_jpg.rf.3384175ae48346963520b66246d4e2e3.jpg,416,416
knife,166,264,24,57,159_jpg.rf.a27109c4cb16d895ad83853d190bbba2.jpg,416,416
knife,113,47,93,280,159_jpg.rf.df5a56099b6a09f441aa0e2323cb134f.jpg,416,416
knife,157,252,151,124,15_jpg.rf.023bb78153e402816d7a5184c0a499ba.jpg,416,416
knife,191,325,21,47,15_jpg.rf.034e11272f64289de5a9f38272ac66b2.jpg,416,416
knife,56,42,272,358,15_jpg.rf.0ece811792d83e6dfbc53ba5c90f8edb.jpg,416,416
knife,201,278,20,66,15_jpg.rf.2b3abeeba9df5dcd6dadf0cfad4faa29.jpg,416,416
knife,158,289,21,59,15_jpg.rf.2f02d99045a725f1fafa304eef0615d4.jpg,416,416
knife,191,341,24,29,15_jpg.rf.41e8f2eba769962e3a7c733cffbbad46.jpg,416,416
knife,183,44,79,371,15_jpg.rf.55cf6437eb6cae213f867e52dc045ccd.jpg,416,416
knife,207,351,36,44,160_jpg.rf.9c7d8e5bb7f6e88f9a765aef88556bd6.jpg,416,416
knife,170,97,119,84,160_jpg.rf.9cf0003897b681c4b83ad86a611b6bb1.jpg,416,416
knife,211,26,122,203,160_jpg.rf.f074220798e594b679dda9e485fe03f0.jpg,416,416
knife,343,48,64,216,161_jpg.rf.1283769cea6fc40adfc4fa75ebd98e6b.jpg,416,416
knife,152,242,28,62,161_jpg.rf.8c0d3f07d40701e30c2c3c73e7c7f08e.jpg,416,416
knife,170,87,130,93,162_jpg.rf.0c505e44ad8f5a5c09de22fd3f6dfa5c.jpg,416,416
knife,142,230,14,54,162_jpg.rf.76cf59c8b45b1f31f62107404fcd9ab3.jpg,416,416
